TRANSCRIPT_ID	GENE_NAME
ENST00000619371.1	AC159540.2
ENST00000422600.1	AC159540.1
ENST00000603957.1	IGKV1OR2-9
ENST00000613976.1	IGKV2OR2-10
ENST00000603664.1	IGKV2OR2-7D
ENST00000605851.1	IGKV3OR2-5
ENST00000603485.1	IGKV1OR2-6
ENST00000604652.1	IGKV2OR2-7
ENST00000558710.2	IGKV2OR2-8
ENST00000604120.1	IGKV1OR2-11
ENST00000620023.4	AC092683.1
ENST00000594050.5	AC092683.1
ENST00000655509.1	AC092683.1
ENST00000618277.4	AC092683.1
ENST00000653793.1	AC092683.1
ENST00000619740.1	AC092683.2
ENST00000618807.1	AC092683.2
ENST00000620051.4	AC092683.1
ENST00000431244.1	AC092683.1
ENST00000596026.5	AC092683.1
ENST00000620272.4	AC092683.1
ENST00000609751.2	AC092683.1
ENST00000430893.1	AC092683.1
ENST00000359901.8	ANKRD36B
ENST00000497329.6	ANKRD36B
ENST00000258459.11	ANKRD36B
ENST00000438709.6	ANKRD36B
ENST00000448261.1	AC017099.1
ENST00000650675.1	AC017099.2
ENST00000477929.2	UBTFL6
ENST00000258424.3	COX5B
ENST00000289228.7	ACTR1B
ENST00000364936.1	RNU4-8P
ENST00000599501.6	C2orf92
ENST00000627399.3	C2orf92
ENST00000627284.2	C2orf92
ENST00000264972.9	ZAP70
ENST00000451498.2	ZAP70
ENST00000186436.10	TMEM131
ENST00000446623.2	HMGN1P36
ENST00000459535.1	RNU7-96P
ENST00000477737.6	VWA3B
ENST00000411980.1	ATP5F1BP1
ENST00000614454.1	VWA3B
ENST00000409490.5	AC092675.1
ENST00000454230.1	AC092675.1
ENST00000393504.5	CNGA3
ENST00000436404.6	CNGA3
ENST00000413274.1	AC092675.2
ENST00000272602.6	CNGA3
ENST00000409937.1	CNGA3
ENST00000409016.8	INPP4A
ENST00000409851.7	INPP4A
ENST00000409463.5	INPP4A
ENST00000074304.9	INPP4A
ENST00000409540.7	INPP4A
ENST00000523221.1	INPP4A
ENST00000328709.8	COA5
ENST00000409997.1	COA5
ENST00000357765.6	UNC50
ENST00000409975.5	UNC50
ENST00000409347.5	UNC50
ENST00000264968.7	MGAT4A
ENST00000393487.6	MGAT4A
ENST00000414521.6	MGAT4A
ENST00000409391.1	MGAT4A
ENST00000415616.1	YWHAQP5
ENST00000495056.2	MGAT4A
ENST00000624259.3	LINC02611
ENST00000658382.1	LINC02611
ENST00000662898.1	LINC02611
ENST00000669255.1	LINC02611
ENST00000364200.1	RNU4-84P
ENST00000397899.7	KIAA1211L
ENST00000459066.1	RNU7-46P
ENST00000393483.8	TSGA10
ENST00000410001.5	TSGA10
ENST00000355053.8	TSGA10
ENST00000424783.1	AC019097.1
ENST00000302513.7	C2orf15
ENST00000424491.5	AC079447.1
ENST00000650052.1	C2orf15
ENST00000409684.2	C2orf15
ENST00000393471.2	LIPT1
ENST00000393473.6	LIPT1
ENST00000651691.1	LIPT1
ENST00000410042.1	AC092587.1
ENST00000289359.6	MITD1
ENST00000338148.8	MRPL30
ENST00000409145.5	MRPL30
ENST00000409238.5	LYG2
ENST00000333017.6	LYG2
ENST00000423800.5	LYG2
ENST00000626374.2	LYG2
ENST00000409679.5	LYG2
ENST00000308528.8	LYG1
ENST00000409448.1	LYG1
ENST00000264255.8	TXNDC9
ENST00000409434.5	TXNDC9
ENST00000434323.5	TXNDC9
ENST00000617677.1	EIF5B
ENST00000289371.11	EIF5B
ENST00000393445.7	REV1
ENST00000258428.8	REV1
ENST00000608144.1	AC018690.1
ENST00000409236.6	AFF3
ENST00000317233.8	AFF3
ENST00000409579.5	AFF3
ENST00000672756.1	AFF3
ENST00000434301.1	AC092667.1
ENST00000452354.5	LINC01104
ENST00000393437.7	LONRF2
ENST00000409647.1	LONRF2
ENST00000595083.2	AC012493.2
ENST00000604494.1	AC012493.3
ENST00000264249.8	CHST10
ENST00000409701.5	CHST10
ENST00000453252.1	AC012493.1
ENST00000376865.1	NMS
ENST00000376856.2	AC068538.1
ENST00000264254.11	PDCL3
ENST00000427588.2	HMGN2P22
ENST00000656519.1	LINC01849
ENST00000656514.1	LINC01849
ENST00000658941.1	AC092845.1
ENST00000448444.2	NANOGNBP1
ENST00000414965.1	LINC01868
ENST00000443030.1	AC092168.1
ENST00000671633.1	AC092168.3
ENST00000335681.10	NPAS2
ENST00000430586.1	AC092168.2
ENST00000652285.1	AC016738.2
ENST00000433012.2	AC016738.2
ENST00000452364.1	AC016738.1
ENST00000409000.5	RPL31
ENST00000409028.8	RPL31
ENST00000264258.8	RPL31
ENST00000409320.7	RPL31
ENST00000409733.5	RPL31
ENST00000409650.5	RPL31
ENST00000409038.5	RPL31
ENST00000409711.1	RPL31
ENST00000376840.8	TBC1D8
ENST00000409318.1	TBC1D8
ENST00000602999.1	BBIP1P1
ENST00000610202.2	TBC1D8-AS1
ENST00000289382.8	CNOT11
ENST00000390981.1	SNORD89
ENST00000295317.4	RNF149
ENST00000578474.1	MIR5696
ENST00000324768.6	CREG2
ENST00000414446.1	AC092570.1
ENST00000428343.6	RFX8
ENST00000646446.1	RFX8
ENST00000646893.1	RFX8
ENST00000427042.1	LINC01870
ENST00000420113.1	AC092570.3
ENST00000452117.1	AC092570.2
ENST00000652113.1	AC093894.1
ENST00000651956.1	AC093894.2
ENST00000324219.8	MAP4K4
ENST00000350198.8	MAP4K4
ENST00000350878.8	MAP4K4
ENST00000425019.5	MAP4K4
ENST00000634702.1	MAP4K4
ENST00000413150.6	MAP4K4
ENST00000302217.9	MAP4K4
ENST00000625522.2	MAP4K4
ENST00000627726.2	MAP4K4
ENST00000347699.8	MAP4K4
ENST00000456652.5	MAP4K4
ENST00000627215.1	LINC01127
ENST00000332549.8	IL1R2
ENST00000393414.6	IL1R2
ENST00000441002.1	IL1R2
ENST00000657796.1	AC007271.1
ENST00000409929.5	IL1R1
ENST00000424272.5	IL1R1
ENST00000409589.5	IL1R1
ENST00000409329.5	IL1R1
ENST00000410023.6	IL1R1
ENST00000409288.5	IL1R1
ENST00000428188.1	IL1R1-AS1
ENST00000441515.3	IL1RL2
ENST00000264257.7	IL1RL2
ENST00000421987.1	FAM183DP
ENST00000404917.6	IL1RL1
ENST00000233954.6	IL1RL1
ENST00000311734.6	IL1RL1
ENST00000409584.5	IL1RL1
ENST00000409599.5	IL18R1
ENST00000233957.5	IL18R1
ENST00000334376.4	IL18R1
ENST00000430344.1	SDR42E1P5
ENST00000264260.6	IL18RAP
ENST00000409369.1	IL18RAP
ENST00000581495.1	MIR4772
ENST00000436582.1	AC007278.2
ENST00000450893.1	AC007278.1
ENST00000295269.5	SLC9A4
ENST00000233969.3	SLC9A2
ENST00000258436.10	MFSD9
ENST00000639249.1	TMEM182
ENST00000409528.5	TMEM182
ENST00000409173.5	TMEM182
ENST00000488134.5	TMEM182
ENST00000640575.2	TMEM182
ENST00000412401.3	TMEM182
ENST00000611915.2	LINC01796
ENST00000666815.1	LINC01796
ENST00000663518.1	LINC01796
ENST00000431897.1	LINC01935
ENST00000435291.1	AC108051.1
ENST00000422683.1	AC073987.1
ENST00000433830.1	AC010881.1
ENST00000669555.1	AC011593.1
ENST00000440950.1	AC092568.1
ENST00000418898.1	AC018880.1
ENST00000414265.1	AC018880.2
ENST00000653480.1	AC013727.1
ENST00000618581.4	AC013727.1
ENST00000455716.1	AC013727.2
ENST00000447761.1	AC013727.2
ENST00000537492.5	LINC01965
ENST00000655320.1	LINC01965
ENST00000614829.1	AC013727.3
ENST00000668937.1	LINC01965
ENST00000412112.3	LINC01965
ENST00000458182.1	AC096554.1
ENST00000420053.1	AHCYP3
ENST00000669131.1	AC068535.1
ENST00000658233.1	AC068535.1
ENST00000658461.1	LINC01831
ENST00000654112.1	AC068535.2
ENST00000451400.2	LINC01102
ENST00000667477.1	LINC01102
ENST00000663107.1	LINC01102
ENST00000430551.2	LINC01103
ENST00000424257.1	AC013402.2
ENST00000659877.1	AC013402.3
ENST00000669335.1	PANTR1
ENST00000656653.1	AC013402.1
ENST00000654825.1	AC013402.1
ENST00000415161.1	RPL23AP27
ENST00000662788.1	AC068057.1
ENST00000624047.1	AC068057.2
ENST00000384520.1	SNORA72
ENST00000424321.5	LINC01114
ENST00000425879.1	LINC01114
ENST00000421071.1	LINC01114
ENST00000440127.1	HMGB3P11
ENST00000659645.1	PANTR1
ENST00000413121.5	PANTR1
ENST00000443988.5	PANTR1
ENST00000458253.5	PANTR1
ENST00000661120.1	PANTR1
ENST00000664478.1	PANTR1
ENST00000662784.1	AC018730.1
ENST00000666977.1	AC018730.1
ENST00000361360.4	POU3F3
ENST00000454183.1	LINC01159
ENST00000651283.1	LINC01159
ENST00000433433.1	LINC01159
ENST00000663378.1	AC010884.2
ENST00000456519.2	AC010884.1
ENST00000258455.8	MRPS9
ENST00000669390.1	AC104655.1
ENST00000436841.1	LINC01918
ENST00000438148.1	LINC01918
ENST00000258456.3	GPR45
ENST00000609349.1	AC012360.2
ENST00000595531.5	TGFBRAP1
ENST00000393359.7	TGFBRAP1
ENST00000258449.2	TGFBRAP1
ENST00000433219.1	AC012360.1
ENST00000610036.1	AC012360.3
ENST00000410049.1	C2orf49
ENST00000258457.7	C2orf49
ENST00000409177.6	FHL2
ENST00000322142.13	FHL2
ENST00000393353.7	FHL2
ENST00000530340.6	FHL2
ENST00000344213.9	FHL2
ENST00000393352.7	FHL2
ENST00000358129.8	FHL2
ENST00000409807.5	FHL2
ENST00000408995.5	FHL2
ENST00000457290.2	AC108058.1
ENST00000415627.1	AC108058.1
ENST00000607522.1	FHL2
ENST00000658366.1	AC018802.1
ENST00000662174.1	AC018802.2
ENST00000233154.9	NCK2
ENST00000451463.6	NCK2
ENST00000522586.5	NCK2
ENST00000393349.2	NCK2
ENST00000427050.6	AC010978.1
ENST00000598281.2	AC010978.1
ENST00000652190.1	AC009505.1
ENST00000654865.1	AC009505.1
ENST00000409944.5	ECRG4
ENST00000238044.8	ECRG4
ENST00000283148.11	UXS1
ENST00000409501.7	UXS1
ENST00000409032.5	UXS1
ENST00000419904.1	AC018878.1
ENST00000611308.1	AC092106.2
ENST00000444291.1	RPL22P10
ENST00000436597.1	AC092106.1
ENST00000481111.1	AC114755.3
ENST00000439114.1	AC114755.4
ENST00000453101.1	AC114755.1
ENST00000413520.1	AC114755.2
ENST00000447760.1	AC114755.5
ENST00000465668.5	PLGLA
ENST00000482249.1	PLGLA
ENST00000304514.11	RGPD3
ENST00000409886.3	RGPD3
ENST00000437031.1	AC097527.1
ENST00000643224.2	CD8B2
ENST00000416057.2	CD8B2
ENST00000644187.1	AC108868.2
ENST00000431411.1	AC108868.1
ENST00000443590.1	EEF1A1P12
ENST00000361686.8	ST6GAL2
ENST00000409382.7	ST6GAL2
ENST00000409087.3	ST6GAL2
ENST00000446058.1	ST6GAL2-IT1
ENST00000425419.1	AC016994.1
ENST00000658087.1	AC005040.2
ENST00000457256.1	PPP1R2P5
ENST00000437783.1	AC005040.1
ENST00000650885.1	AC005040.2
ENST00000443123.1	LINC01789
ENST00000455614.1	LINC01789
ENST00000422203.2	AC096669.1
ENST00000413708.1	AC096669.1
ENST00000654481.1	LINC01885
ENST00000660653.1	LINC01886
ENST00000669483.1	LINC01886
ENST00000669817.1	AC064869.1
ENST00000441383.5	GACAT1
ENST00000419650.1	GACAT1
ENST00000457647.2	RGPD4-AS1
ENST00000417284.2	RGPD4-AS1
ENST00000408999.3	RGPD4
ENST00000453431.1	AC009963.2
ENST00000417265.1	AC009963.1
ENST00000448535.1	RPL22P8
ENST00000458090.1	AC009963.3
ENST00000409059.5	SLC5A7
ENST00000264047.3	SLC5A7
ENST00000424355.1	LINC01593
ENST00000440793.1	ACTP1
ENST00000445083.2	LINC01594
ENST00000444575.2	SETD6P1
ENST00000329106.2	SULT1C3
ENST00000447560.1	WASF1P1
ENST00000326853.9	SULT1C2
ENST00000251481.11	SULT1C2
ENST00000409880.5	SULT1C2
ENST00000437390.6	SULT1C2
ENST00000562517.1	SULT1C2P2
ENST00000427208.5	SULT1C2P1
ENST00000562418.1	SULT1C2P1
ENST00000605230.1	GMCL1P2
ENST00000272452.7	SULT1C4
ENST00000409309.3	SULT1C4
ENST00000603004.1	SMIM12P1
ENST00000309863.10	GCC2
ENST00000322353.3	GCC2-AS1
ENST00000440975.1	GCC2-AS1
ENST00000544547.5	LIMS1
ENST00000332345.10	LIMS1
ENST00000393310.5	LIMS1
ENST00000410093.5	LIMS1
ENST00000409441.5	LIMS1
ENST00000338045.7	LIMS1
ENST00000414829.2	LIMS1
ENST00000411710.1	LIMS1-AS1
ENST00000443543.1	AC010095.1
ENST00000427719.1	RPL10P5
ENST00000283195.11	RANBP2
ENST00000629728.1	RANBP2
ENST00000412964.6	CCDC138
ENST00000295124.9	CCDC138
ENST00000449240.1	AC073415.1
ENST00000258443.7	EDAR
ENST00000409271.5	EDAR
ENST00000376651.1	EDAR
ENST00000612530.1	Metazoa_SRP
ENST00000567491.1	SH3RF3-AS1
ENST00000309415.8	SH3RF3
ENST00000582152.1	MIR4265
ENST00000456025.1	SNRPGP9
ENST00000583300.1	MIR4266
ENST00000397712.7	SEPTIN10
ENST00000356688.8	SEPTIN10
ENST00000397714.6	SEPTIN10
ENST00000437928.5	SEPTIN10
ENST00000415095.5	SEPTIN10
ENST00000417974.1	AC011753.4
ENST00000425576.1	AC011753.2
ENST00000356454.5	SOWAHC
ENST00000451001.1	AC011753.1
ENST00000433925.1	BMS1P19
ENST00000443436.1	AC011753.3
ENST00000434894.1	RPL22P11
ENST00000632044.1	AC074387.1
ENST00000393283.5	RGPD5
ENST00000272454.10	RGPD5
ENST00000016946.8	RGPD5
ENST00000437679.3	LIMS3
ENST00000640669.1	AC013271.1
ENST00000480744.2	LIMS3
ENST00000487150.2	LIMS3
ENST00000639717.1	AC013268.1
ENST00000454928.5	AC013268.5
ENST00000638368.1	AC013268.1
ENST00000453019.1	GPAA1P1
ENST00000452761.1	ZBTB45P1
ENST00000419296.1	LINC01123
ENST00000262716.6	AC013268.3
ENST00000420753.2	AC013268.2
ENST00000637413.2	AC013268.4
ENST00000578475.1	MIR4267
ENST00000272462.2	MALL
ENST00000427178.1	MALL
ENST00000583272.1	MIR4436B1
ENST00000316534.8	NPHP1
ENST00000445609.6	NPHP1
ENST00000393272.7	NPHP1
ENST00000355301.8	NPHP1
ENST00000417665.5	NPHP1
ENST00000418527.1	NPHP1
ENST00000418944.1	AC140479.3
ENST00000414416.2	MTLN
ENST00000611969.4	MTLN
ENST00000426713.1	MTLN
ENST00000561715.1	AC140479.4
ENST00000568189.5	AC140479.5
ENST00000562613.2	AC140479.5
ENST00000636339.2	AC140479.4
ENST00000633535.1	AC140479.6
ENST00000581415.1	MIR4436B2
ENST00000636301.2	AC140479.7
ENST00000440423.2	AC140479.1
ENST00000421567.1	AC140479.2
ENST00000436665.2	LINC01106
ENST00000665250.1	LINC01106
ENST00000452245.1	ZBTB45P2
ENST00000606848.1	GPAA1P2
ENST00000488671.1	AC112229.4
ENST00000417923.2	GPAA1P2
ENST00000639295.1	AC112229.1
ENST00000490013.5	AC112229.1
ENST00000603767.1	AC112229.3
ENST00000632897.1	LIMS4
ENST00000456683.2	AC112229.2
ENST00000413601.3	LIMS4
ENST00000451204.1	AC108938.1
ENST00000329516.7	RGPD6
ENST00000330331.9	RGPD6
ENST00000458252.1	AC226101.1
ENST00000401483.2	RPL22P12
ENST00000302759.11	BUB1
ENST00000535254.6	BUB1
ENST00000409311.5	BUB1
ENST00000414159.2	AC114776.1
ENST00000389811.8	ACOXL
ENST00000439055.5	ACOXL
ENST00000340561.8	ACOXL
ENST00000448118.1	RPL5P9
ENST00000376593.2	ACOXL-AS1
ENST00000670010.1	ACOXL-AS1
ENST00000418615.1	ACOXL-AS1
ENST00000337565.9	BCL2L11
ENST00000357757.6	BCL2L11
ENST00000308659.12	BCL2L11
ENST00000393256.8	BCL2L11
ENST00000610735.4	BCL2L11
ENST00000615946.4	BCL2L11
ENST00000619294.4	BCL2L11
ENST00000620862.4	BCL2L11
ENST00000621302.4	BCL2L11
ENST00000622509.4	BCL2L11
ENST00000622612.4	BCL2L11
ENST00000405953.5	BCL2L11
ENST00000639340.1	BCL2L11
ENST00000640419.1	BCL2L11
ENST00000642191.1	MIR4435-2HG
ENST00000645051.1	MIR4435-2HG
ENST00000661559.1	MIR4435-2HG
ENST00000451230.1	AC108463.2
ENST00000450258.1	AC108463.1
ENST00000664443.1	MIR4435-2HG
ENST00000666144.1	MIR4435-2HG
ENST00000643013.1	MIR4435-2HG
ENST00000603748.1	AC108463.3
ENST00000661945.1	MIR4435-2HG
ENST00000438897.1	AC068491.2
ENST00000603052.1	AC068491.3
ENST00000415880.1	RPS14P4
ENST00000580915.2	MIR4435-2
ENST00000622940.1	AC068491.4
ENST00000453478.1	MIR4435-2HG
ENST00000449539.1	AC068491.1
ENST00000419736.5	MIR4435-2HG
ENST00000643766.1	MIR4435-2HG
ENST00000604981.5	MIR4435-2HG
ENST00000644013.1	AC017002.6
ENST00000441075.1	MIR4435-2HG
ENST00000630717.1	AC017002.5
ENST00000455309.1	AC017002.3
ENST00000432268.1	AC017002.1
ENST00000604721.1	AC017002.4
ENST00000645914.1	AC017002.6
ENST00000426124.1	AC017002.2
ENST00000457867.1	AC093166.4
ENST00000442243.1	AC093166.1
ENST00000455969.1	AC093166.2
ENST00000341068.8	ANAPC1
ENST00000577758.1	MIR4771-2
ENST00000448785.1	AC093166.3
ENST00000628342.1	ANAPC1
ENST00000446998.2	EEF1E1P1
ENST00000295408.9	MERTK
ENST00000421804.6	MERTK
ENST00000616902.4	MERTK
ENST00000409780.5	MERTK
ENST00000483161.3	RN7SL297P
ENST00000427559.1	AC104651.1
ENST00000447549.1	AC104651.2
ENST00000671139.1	AC093675.1
ENST00000283206.9	TMEM87B
ENST00000666287.1	AC093675.2
ENST00000649734.1	TMEM87B
ENST00000331203.7	FBLN7
ENST00000409903.5	FBLN7
ENST00000409667.7	FBLN7
ENST00000409450.7	FBLN7
ENST00000624058.1	AC092645.1
ENST00000409573.7	ZC3H8
ENST00000272570.9	ZC3H8
ENST00000615791.1	ZC3H8
ENST00000662099.1	AC092645.2
ENST00000409871.6	ZC3H6
ENST00000343936.4	ZC3H6
ENST00000436819.1	NDUFB4P6
ENST00000449927.1	AC115115.1
ENST00000302558.8	RGPD8
ENST00000409750.5	RGPD8
ENST00000330575.9	RGPD8
ENST00000636053.1	VINAC1P
ENST00000636742.1	VINAC1P
ENST00000233336.7	TTL
ENST00000263331.9	POLR1B
ENST00000537335.5	POLR1B
ENST00000541869.5	POLR1B
ENST00000409894.7	POLR1B
ENST00000417433.6	POLR1B
ENST00000384653.1	Y_RNA
ENST00000324913.9	CHCHD5
ENST00000409719.1	CHCHD5
ENST00000414784.1	AC012442.2
ENST00000436885.1	AC012442.1
ENST00000443291.1	AC079922.1
ENST00000661604.1	AC079922.2
ENST00000667014.1	AC079922.2
ENST00000671122.1	AC079922.2
ENST00000272542.8	SLC20A1
ENST00000327581.4	NT5DC4
ENST00000302450.11	CKAP2L
ENST00000263339.3	IL1A
ENST00000670671.1	AC079753.2
ENST00000263341.7	IL1B
ENST00000623243.1	AC079753.1
ENST00000312918.2	XIAPP3
ENST00000263326.7	IL37
ENST00000349806.7	IL37
ENST00000352179.7	IL37
ENST00000353225.7	IL37
ENST00000311328.2	IL37
ENST00000415020.1	CDK8P2
ENST00000259205.5	IL36G
ENST00000376489.6	IL36G
ENST00000456759.1	HMGN2P23
ENST00000453215.2	AC016724.1
ENST00000259211.7	IL36A
ENST00000259213.9	IL36B
ENST00000327407.2	IL36B
ENST00000346807.7	IL36RN
ENST00000393200.6	IL36RN
ENST00000341010.6	IL1F10
ENST00000393197.3	IL1F10
ENST00000364935.1	RNU6-1180P
ENST00000409052.5	IL1RN
ENST00000361779.7	IL1RN
ENST00000259206.9	IL1RN
ENST00000354115.6	IL1RN
ENST00000409930.3	IL1RN
ENST00000446590.1	AC016683.1
ENST00000438409.1	AC016683.1
ENST00000245796.11	PSD4
ENST00000441564.7	PSD4
ENST00000456685.5	PAX8-AS1
ENST00000263335.11	PAX8
ENST00000348715.9	PAX8
ENST00000397647.7	PAX8
ENST00000263334.9	PAX8
ENST00000429538.8	PAX8
ENST00000497038.6	PAX8
ENST00000623306.3	PAX8-AS1
ENST00000437551.6	PAX8-AS1
ENST00000617509.4	PAX8-AS1
ENST00000422956.6	PAX8-AS1
ENST00000333145.9	PAX8-AS1
ENST00000665717.1	PAX8-AS1
ENST00000436293.6	PAX8-AS1
ENST00000609210.5	PAX8-AS1
ENST00000653674.1	AC016745.1
ENST00000453673.3	IGKV1OR2-108
ENST00000608834.1	AC016745.2
ENST00000259199.9	CBWD2
ENST00000416503.6	CBWD2
ENST00000433343.6	CBWD2
ENST00000306507.6	FOXD4L1
ENST00000671438.1	LINC01961
ENST00000668674.1	LINC01961
ENST00000652488.1	PGM5P4-AS1
ENST00000416105.2	PGM5P4-AS1
ENST00000655915.1	PGM5P4-AS1
ENST00000421970.2	PGM5P4
ENST00000446648.6	FAM138B
ENST00000666960.1	AL078621.4
ENST00000408128.1	MIR1302-3
ENST00000453662.6	WASH2P
ENST00000538033.2	WASH2P
ENST00000437401.1	DDX11L2
ENST00000623707.1	AL078621.3
ENST00000416673.6	RPL23AP7
ENST00000391616.3	RPL23AP7
ENST00000449021.1	RPL23AP7
ENST00000393167.7	RABL2A
ENST00000409842.5	RABL2A
ENST00000393165.7	RABL2A
ENST00000393166.7	RABL2A
ENST00000409875.5	RABL2A
ENST00000376439.3	RABL2A
ENST00000272567.4	AL078621.1
ENST00000419351.2	AL078621.2
ENST00000439382.1	AC017074.2
ENST00000424612.1	AC017074.1
ENST00000365557.1	RNU6-744P
ENST00000245680.7	SLC35F5
ENST00000638402.1	SLC35F5
ENST00000577987.3	MIR4782
ENST00000409342.1	SLC35F5
ENST00000435407.1	AC104653.2
ENST00000420579.1	AC104653.1
ENST00000446401.1	AC104653.1
ENST00000602760.1	AC110769.2
ENST00000263238.7	ACTR3
ENST00000415792.5	ACTR3
ENST00000535589.3	ACTR3
ENST00000624567.1	AC110769.3
ENST00000663402.1	LINC01191
ENST00000656323.1	LINC01191
ENST00000420161.1	AC110769.1
ENST00000658731.1	LINC01191
ENST00000390880.2	U3
ENST00000666258.1	AC010982.2
ENST00000450325.1	AC010982.1
ENST00000452995.1	SEPHS1P7
ENST00000410991.1	RNU2-41P
ENST00000410059.5	DPP10
ENST00000409163.5	DPP10
ENST00000417844.1	DPP10-AS3
ENST00000446992.1	DPP10-AS2
ENST00000664735.1	AC093610.1
ENST00000664094.1	DPP10-AS1
ENST00000666436.1	DPP10-AS1
ENST00000393147.6	DPP10
ENST00000310323.12	DPP10
ENST00000446095.1	RPSAP23
ENST00000668438.1	AC016721.1
ENST00000605241.1	AC104408.1
ENST00000355719.4	AC062016.1
ENST00000437562.1	MTCYBP39
ENST00000420950.1	AC062016.2
ENST00000435623.1	MTND1P28
ENST00000436242.1	MTND2P21
ENST00000431831.1	MTCO1P43
ENST00000459241.1	RNU7-190P
ENST00000440211.1	AC092170.1
ENST00000658567.1	AC064856.1
ENST00000656175.1	AC009312.1
ENST00000457110.1	AC009312.1
ENST00000263239.7	DDX18
ENST00000420330.1	AC009404.1
ENST00000664381.1	AC009404.1
ENST00000439955.1	AC009404.1
ENST00000430851.1	HTR5BP
ENST00000434708.1	HTR5BP
ENST00000319432.9	CCDC93
ENST00000376300.7	CCDC93
ENST00000426307.1	AC009303.1
ENST00000585381.3	AC009303.2
ENST00000627670.3	AC009303.2
ENST00000588042.1	AC009303.2
ENST00000588733.1	AC009303.2
ENST00000591103.1	AC009303.3
ENST00000623784.1	AC009303.4
ENST00000468841.3	RN7SL111P
ENST00000245787.9	INSIG2
ENST00000614681.1	INSIG2
ENST00000648779.1	THORLNC
ENST00000669120.1	THORLNC
ENST00000647942.1	THORLNC
ENST00000557729.2	LINC01956
ENST00000584273.1	LINC01956
ENST00000295206.6	EN1
ENST00000327097.4	MARCO
ENST00000556770.1	AC013457.1
ENST00000272520.4	C1QL2
ENST00000582256.1	RN7SL468P
ENST00000393106.6	STEAP3
ENST00000393110.7	STEAP3
ENST00000393107.2	STEAP3
ENST00000409811.5	STEAP3
ENST00000654197.1	STEAP3-AS1
ENST00000409466.6	C2orf76
ENST00000334816.12	C2orf76
ENST00000409523.1	C2orf76
ENST00000409877.5	C2orf76
ENST00000355857.7	DBI
ENST00000535617.5	DBI
ENST00000535757.5	DBI
ENST00000627093.2	DBI
ENST00000409094.5	DBI
ENST00000542275.5	DBI
ENST00000311521.8	DBI
ENST00000627305.2	DBI
ENST00000393103.2	DBI
ENST00000409826.1	TMEM37
ENST00000306406.5	TMEM37
ENST00000019103.7	SCTR
ENST00000457436.2	AC013275.1
ENST00000413369.8	CFAP221
ENST00000598644.5	CFAP221
ENST00000401466.5	TMEM177
ENST00000424086.5	TMEM177
ENST00000272521.7	TMEM177
ENST00000409951.1	TMEM177
ENST00000432914.1	AC069154.1
ENST00000263708.7	PTPN4
ENST00000441321.1	AC016691.1
ENST00000443902.6	EPB41L5
ENST00000263713.10	EPB41L5
ENST00000331393.8	EPB41L5
ENST00000443124.5	EPB41L5
ENST00000452780.1	EPB41L5
ENST00000455707.1	AC012363.1
ENST00000365176.1	Y_RNA
ENST00000445926.1	MTATP6P26
ENST00000440974.1	MTCO3P43
ENST00000450967.1	MTND3P10
ENST00000429447.1	MTND4LP14
ENST00000415971.1	MTND4P26
ENST00000438005.1	MTND5P28
ENST00000426077.3	TMEM185B
ENST00000420510.5	RALB
ENST00000272519.10	RALB
ENST00000631312.2	RALB
ENST00000437837.1	AC012363.2
ENST00000295228.4	INHBB
ENST00000622953.1	LINC01101
ENST00000655876.1	AC073257.2
ENST00000667989.1	AC073257.1
ENST00000364136.1	Y_RNA
ENST00000421820.1	AC018866.1
ENST00000452319.5	GLI2
ENST00000361492.8	GLI2
ENST00000603720.1	AC017033.1
ENST00000364714.1	Y_RNA
ENST00000441053.1	AC067960.1
ENST00000432984.1	AC079988.1
ENST00000263707.6	TFCP2L1
ENST00000450311.1	AC013399.1
ENST00000646274.1	CLASP1
ENST00000263710.8	CLASP1
ENST00000397587.7	CLASP1
ENST00000541377.5	CLASP1
ENST00000409078.7	CLASP1
ENST00000455322.6	CLASP1
ENST00000577914.1	AC012447.1
ENST00000580972.1	RNU4ATAC
ENST00000410535.1	Y_RNA
ENST00000667483.1	NIFK-AS1
ENST00000669018.1	NIFK-AS1
ENST00000433385.1	RPL12P15
ENST00000624478.1	AC018737.2
ENST00000412580.1	NPM1P32
ENST00000285814.9	NIFK
ENST00000603900.1	AC018737.1
ENST00000536142.5	TSN
ENST00000389682.8	TSN
ENST00000409193.1	TSN
ENST00000651479.1	LINC01823
ENST00000668260.1	LINC01823
ENST00000664416.1	LINC01823
ENST00000435895.5	LINC01823
ENST00000657005.1	LINC01823
ENST00000657880.1	AC011246.1
ENST00000654765.1	AC073632.1
ENST00000655733.1	AC011246.1
ENST00000435441.1	AC062020.1
ENST00000432894.1	LINC01826
ENST00000668625.1	AC073409.2
ENST00000451749.1	AC073409.1
ENST00000431242.1	AC092646.2
ENST00000427142.1	AC092646.1
ENST00000624741.1	AC064859.1
ENST00000411186.1	RN7SKP102
ENST00000438816.2	AC079154.1
ENST00000431078.1	CNTNAP5
ENST00000458380.1	MTND5P22
ENST00000667791.1	AC019159.2
ENST00000605094.1	AC019159.1
ENST00000516865.1	RNA5SP102
ENST00000383999.1	RNU6-259P
ENST00000651223.1	AC097499.2
ENST00000430692.1	LINC01889
ENST00000444277.1	AC097499.1
ENST00000659902.1	LINC01941
ENST00000455174.2	LINC01941
ENST00000658792.1	AC142116.2
